Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
GPT2	0.5816823900517392	4.529193765116047	3.1224005012181086	0.004961279858310502	0.9989083635294884	-3.712075350062433
PITX1-AS1	1.13053028400304	7.738184948299283	3.122001795074815	0.004965913469462037	0.9989083635294884	-3.7122699255340836
KDM4D	0.3738614963891269	3.670646410924747	3.116746224585083	0.005027383730643168	0.9989083635294884	-3.7148349560255918
C2CD4B	0.4143903062756582	3.8653883009609786	3.080930154352386	0.0054662862919582144	0.9989083635294884	-3.7323255304175285
HBQ1	0.5288573826732126	3.9992200541310177	3.069095065620945	0.005619274717888079	0.9989083635294884	-3.7381086662823497
PRM3	0.38217425503227	3.3523692731830623	3.0327706669807317	0.006115019263902085	0.9989083635294884	-3.755867433290974
MAP3K9	0.3246167596242402	3.8461440533684366	3.031340292984195	0.00613537772445252	0.9989083635294884	-3.7565669800423187
SRY	0.3817536851204202	3.0024969109694126	3.0272808076574274	0.006193511919582323	0.9989083635294884	-3.7585524240735775
ZNF473CR	-0.38103537254807796	2.723513772094485	-3.0209100936062336	0.006285813620174151	0.9989083635294884	-3.7616685173174957
SS18	0.307829436788027	4.422145416094154	3.0118033390222676	0.006420055817159803	0.9989083635294884	-3.76612339013863
DEFB107A	0.47113882191325107	2.6913966332602453	3.00867116469697	0.006466860618998349	0.9989083635294884	-3.7676557258461303
DEFB107B	0.47113882191325107	2.6913966332602453	3.00867116469697	0.006466860618998349	0.9989083635294884	-3.7676557258461303
USP39	0.5181931632488155	5.543601603534738	3.0080369954693422	0.00647637698756751	0.9989083635294884	-3.7679659843981836
PI4KA	-0.43951454622668873	6.2456659487512605	-3.0077668120900722	0.006480435456292096	0.9989083635294884	-3.768098168653229
PI4KAP2	-0.43951454622668873	6.2456659487512605	-3.0077668120900722	0.006480435456292096	0.9989083635294884	-3.768098168653229
ATP8A1	0.6802258907479386	3.6503389834741045	3.000582217275065	0.006589257194466185	0.9989083635294884	-3.7716133139541594
VSTM2A-OT1	0.42376607818937684	2.54972483971912	2.992886520684233	0.0067077666843885055	0.9989083635294884	-3.7753788426797055
MIR4458HG	0.4658388380102165	2.961047654750627	2.9900277685236194	0.006752309074202783	0.9989083635294884	-3.7767777165172136
IFNG	-1.2769629312280086	4.530759432726877	-2.9872275095064733	0.0067962152910478035	0.9989083635294884	-3.7781480056424477
ZNF513	0.5369794941111508	5.225184324443758	2.978369571022656	0.006936913557876933	0.9989083635294884	-3.782482807669548
SOCS7	-0.7167071032147323	6.8214385566947255	-2.9678550593042026	0.0071075533291774995	0.9989083635294884	-3.787628668707967
ARHGEF9	0.6634646553614849	3.814053361773991	2.9661132280449394	0.00713620737359285	0.9989083635294884	-3.7884811646610914
RYR2	1.3229992269322963	4.050006456840045	2.955999293715547	0.007304788180102984	0.9989083635294884	-3.7934313317425588
NHIP	1.1485493438600698	3.034151659735801	2.9553670428471834	0.007315452452564627	0.9989083635294884	-3.7937407883292775
TSPAN7	1.1210200172537022	4.8096008869499896	2.9515401805136516	0.007380319882278774	0.9989083635294884	-3.795613870019663
CREBRF	-0.5179077730047945	5.06622216630633	-2.9463079818286517	0.007469900972673856	0.9989083635294884	-3.798174838878359
MTMR14	-0.3981793699429623	6.085946954571234	-2.939306316105966	0.007591408002059307	0.9989083635294884	-3.801601943493056
CHST4	0.7705991691624599	4.680732499710781	2.9390245033877536	0.007596337997379039	0.9989083635294884	-3.801739883094264
PDCL2	0.28016806731941113	2.265516660301143	2.9371491739946376	0.00762922293363955	0.9989083635294884	-3.8026578064034964
CDC42BPA	-0.773700154185387	5.486947390998325	-2.936653675626878	0.007637934511224767	0.9989083635294884	-3.8029003397689447
SURF1	-0.4258455860357824	6.69209123448864	-2.923832101077212	0.007866696200081706	0.9989083635294884	-3.8091761599189904
PPM1B-DT	0.5057587055030526	5.056541506037273	2.9102263786132507	0.008116612834216557	0.9989083635294884	-3.815835657903615
MNDA	-1.3188715073665511	3.858161959599295	-2.9045844758020047	0.008222457630341774	0.9989083635294884	-3.8185970681166106
IL37	0.2343202354821483	3.560764796571331	2.9009708855360565	0.008290942115381597	0.9989083635294884	-3.8203656881267767
PSTPIP2	-1.221806670960393	4.98507636119618	-2.8993506765767285	0.008321824893610759	0.9989083635294884	-3.8211586648547806
CAMKMT	0.5124997624575127	3.865079515685171	2.8937490278106015	0.008429447052110416	0.9989083635294884	-3.8239002119278913
NUDT16L1	-0.36053439025575607	6.6460613758581975	-2.8893899174381223	0.008514115507421224	0.9989083635294884	-3.8260335662887566
GPBP1	-0.36570931637805604	7.536310623929866	-2.8744460680115482	0.008810582150698588	0.9989083635294884	-3.8333465214976763
ARX	0.8336348708580856	3.2901120150360152	2.868479774810687	0.008931676575475429	0.9989083635294884	-3.836265901006202
NLRP6	0.4177120058680295	2.8141130438003032	2.858510143152307	0.009137575417744109	0.9989083635294884	-3.8411437095222984
PITPNB	0.5847786858864623	8.329398022794663	2.8524815749325128	0.00926426880617579	0.9989083635294884	-3.8440929806531923
DAZL	0.43157711884791805	2.390789770516658	2.8496262176525318	0.009324858321953563	0.9989083635294884	-3.8454897789910905
PCDHB4	-0.4089103054029182	3.026241436027069	-2.8477589683537947	0.009364684638711308	0.9989083635294884	-3.846403177687944
ZDHHC17	-0.3748951218904173	5.345648908007333	-2.845412281732694	0.009414966719448718	0.9989083635294884	-3.8475510649807876
PLCXD3	-0.44872814073530254	3.3005540975241545	-2.844279156935722	0.009439338007112757	0.9989083635294884	-3.8481053206473907
TPTE2P6	1.491898255307253	4.33421841559482	2.8409723457272444	0.00951080515472695	0.9989083635294884	-3.8497227540288748
LALBA	0.3782786318684517	3.35326965833516	2.831443192544384	0.009719644193564745	0.9989083635294884	-3.854383166938537
REPS2	0.5552423519639804	2.7868076739083905	2.8309416765413586	0.00973075540821286	0.9989083635294884	-3.85462842112436
NXF3	0.42677878340911324	3.575990222926456	2.828973053137248	0.009774487778448153	0.9989083635294884	-3.8555911065748045
TOR1B	-0.8067706809268467	6.248303052085126	-2.8245167380650007	0.009874175648953916	0.9989083635294884	-3.857770177592476
CCDC38	0.3441517804008174	2.9749854540853846	2.8224110017287023	0.00992161698461951	0.9989083635294884	-3.858799785575488
WDR20	-0.7257587562260706	4.471725633955803	-2.820069517312511	0.009974624311680644	0.9989083635294884	-3.8599446128046515
DLG1-AS1	0.3497758989635953	2.790267537095213	2.81631362970349	0.010060214578828736	0.9989083635294884	-3.8617808730050855
MTSS2	0.2703695075046846	3.029997826431853	2.8161213430573286	0.010064615211825362	0.9989083635294884	-3.8618748784280923
ETS1	0.7751078969896863	5.032734213822215	2.8075313714142953	0.010263082207221042	0.9989083635294884	-3.86607395998343
PCP4	0.29805862547359974	3.451578718368192	2.8070627059687157	0.010274016864384733	0.9989083635294884	-3.8663030371845073
SAMD13	0.3794860794080299	3.8106039041271713	2.8046900173028386	0.01032954540446654	0.9989083635294884	-3.8674627369126457
ZBTB9	-0.48679303722849276	5.2937313366165055	-2.7985928704527807	0.0104735498172548	0.9989083635294884	-3.870442544927223
CYB5R2	1.4059015933703822	4.434028905264555	2.7952173022126163	0.010554093609396078	0.9989083635294884	-3.872092069140303
HSD17B12	0.5079039597458226	4.1434858839353605	2.7862460793685986	0.010771024487167782	0.9989083635294884	-3.8764753102725993
ASPHD2	-0.8149688762076783	6.281902736593175	-2.783526505255363	0.010837617936924265	0.9989083635294884	-3.877803859675509
PI4KAP1	-0.48805916856117193	6.7509097274252525	-2.7826786068832705	0.010858460011047358	0.9989083635294884	-3.8782180496410175
NOSTRIN	0.6019735544579499	3.371683264190205	2.774880062155737	0.011051947805832742	0.9989083635294884	-3.882027102330812
APC2	0.32002275952817794	4.340836651710529	2.772936532384569	0.011100675196889986	0.9989083635294884	-3.8829762508488948
HLA-E	-0.5666541279682331	9.71561906193874	-2.772257145185089	0.011117756557058753	0.9989083635294884	-3.8833080258675587
HOMER1	-0.709347807222712	5.364072610093075	-2.771255321636269	0.01114299022436351	0.9989083635294884	-3.8837972487905423
PPP2R2A	-0.5088420194594825	7.1189423321856635	-2.7707538835198875	0.011155640714341187	0.9989083635294884	-3.8840421118312025
GLMP	-0.4817219312625558	4.076245986271159	-2.763291309658755	0.011345527494327701	0.9989083635294884	-3.8876858093648266
ZBTB44	-0.7117518771008955	5.555520076060616	-2.7614090702466916	0.011393903395510304	0.9989083635294884	-3.888604704534288
CHRNB3	0.31818886548621883	3.2149867998754202	2.753568295531801	0.011597533533638717	0.9989083635294884	-3.8924319174161903
CTNNAL1	0.8282500618363429	5.824206965851979	2.74904492005225	0.011716572861327375	0.9989083635294884	-3.894639403612644
HMGN5	0.7914672991954577	3.9069038384695305	2.748879284883576	0.011720953697587022	0.9989083635294884	-3.8947202300792707
BTN3A3	-0.8746453755528236	4.681950837169714	-2.742724305448661	0.01188484980212063	0.9989083635294884	-3.8977234034917
MRPL35	0.7275074689737471	5.296306900702223	2.742274696479472	0.01189690679237658	0.9989083635294884	-3.897942754064241
ZNF446	-0.2612732055349358	6.3045290311760045	-2.7360934005537856	0.012063847218654522	0.9989083635294884	-3.9009580638099965
RMST	0.2603868022548732	2.677745451327539	2.7329859276896062	0.012148607400527967	0.9989083635294884	-3.902473670181087
UBR7	-0.6046554915742366	6.38937340356729	-2.730029960115959	0.01222975808397886	0.9989083635294884	-3.903915220526013
CYYR1	0.7089668059590672	3.6572774931609593	2.7296550592815536	0.012240086891559317	0.9989083635294884	-3.9040980387004196
GTF2F2	0.4309455431396594	2.9059952033124086	2.723763631204702	0.01240348855733595	0.9989083635294884	-3.906970614902782
GBP5	-0.9854110207417683	5.306828493591172	-2.7180373215079254	0.012564287029641512	0.9989083635294884	-3.909762049219198
CEP72	1.5925745997637417	6.475951140357857	2.717575855106833	0.012577330803601136	0.9989083635294884	-3.9099869749664915
PDCD4-AS1	1.0859085980118026	4.71919297914028	2.7145408849118358	0.012663436680954225	0.9989083635294884	-3.911466161076505
LURAP1L	0.6443731301497069	4.096104190633808	2.7144821590834205	0.012665108290889768	0.9989083635294884	-3.911494781115409
SEC24B	-0.9407991786183274	5.382216662060482	-2.710851094164546	0.012768871535567026	0.9989083635294884	-3.913264246754796
CD22	-0.524093970498642	4.3518263857555	-2.7086328888872675	0.012832655097588665	0.9989083635294884	-3.9143450760731398
MYL11	0.3364200032966451	4.663276922662305	2.7048727256603375	0.012941465543005869	0.9989083635294884	-3.9161769995884432
C4orf48	-0.9016085897492889	6.975405964620757	-2.7034442767057416	0.012983029659688321	0.9989083635294884	-3.9168728522437
SYNM	-0.4391177870119005	5.097270416728669	-2.7029265029147362	0.012998126645871095	0.9989083635294884	-3.9171250692868855
HLTF	-1.146989135130572	4.5672033344227785	-2.695114100643411	0.013227939666484013	0.9989083635294884	-3.9209299398239645
MICAL2	0.38220164649704413	3.9466028469139323	2.68980877379529	0.013386185869412648	0.9989083635294884	-3.9235130340801634
WDR72	0.26713864769461626	3.149839926220348	2.6882322573247146	0.01343355333496435	0.9989083635294884	-3.9242804987675695
SYT17	-1.274857442985713	5.824758670505073	-2.686691658257464	0.013479994486372923	0.9989083635294884	-3.9250304244559797
CA5BP1	0.4375223436898463	4.072047988689976	2.6850623701167815	0.013529274043254498	0.9989083635294884	-3.9258234632867754
TMEM161B	-0.8061483639970595	6.212423663223555	-2.683155063849836	0.013587178608377257	0.9989083635294884	-3.926751747520561
GRAMD2A	-0.42380662413638115	3.7194621736605074	-2.678487981240211	0.013729856139044351	0.9989083635294884	-3.929022858025612
IFT80	-0.7545897926395533	6.226134169983217	-2.6768943527505575	0.013778897950042196	0.9989083635294884	-3.9297982379796603
KIAA1549L	1.1952684158468925	5.366841669447973	2.6759866226685087	0.013806905975426349	0.9989083635294884	-3.9302398672566703
ASAP2	1.0606441744236195	6.05400196502273	2.6721134244148517	0.0139270181601162	0.9989083635294884	-3.932124036996651
SEC24B-AS1	-0.46421230152861837	4.139351381225812	-2.66523811003751	0.0141426601804517	0.9989083635294884	-3.935467732298288
COLQ	-0.3305727575747972	4.109882177485531	-2.6643593533611987	0.014170447911243812	0.9989083635294884	-3.935895017258769
APOC3	0.410860118872749	4.029934433968964	2.6635687586715413	0.014195491790898174	0.9989083635294884	-3.936279418084809
LINC01139	0.25132857820088983	2.2364297975856653	2.661750187271279	0.014253257620711572	0.9989083635294884	-3.937163579677113
SLC9A3-AS1	1.342935636168443	7.393624873342963	2.6553290806238135	0.01445899727340065	0.9989083635294884	-3.940284754176424
USP6NL	-0.6681085716941295	3.4954280586945723	-2.6540849399269697	0.014499183227940143	0.9989083635294884	-3.940889384501379
TMEM214	0.4890678705825824	6.359638287052704	2.652510330416895	0.014550194243892835	0.9989083635294884	-3.9416545592668495
NUSAP1	0.4812266198496662	7.479457458037652	2.650816155630787	0.014605267468582584	0.9989083635294884	-3.942477764047218
CHMP1B	0.3686729878369066	4.761854304966046	2.64973813703262	0.01464041320730791	0.9989083635294884	-3.9430015374338923
TEF	0.3126502119623251	3.839045837423832	2.64784131405497	0.014702447194071813	0.9989083635294884	-3.9439230661933653
ATF6	-0.3082313728416768	4.955834937434891	-2.6461432420793254	0.01475819110009459	0.9989083635294884	-3.94474795523366
ZNF641	0.3565093713476948	5.245965739637508	2.641406370370005	0.014914745683241405	0.9989083635294884	-3.9470486229146324
FBXW7	-0.49669987155868345	5.148896867285881	-2.637986802384966	0.015028733295642409	0.9989083635294884	-3.9487091060156585
SMIM14-DT	0.27491469955270986	2.392115561107187	2.6360207460813565	0.015094640342307416	0.9989083635294884	-3.949663643365665
LINC02846	0.42209150960701614	4.214115845286325	2.6322902611327974	0.015220443630620044	0.9989083635294884	-3.9514745305744237
C1orf226	0.40814965691162897	3.777610513936952	2.6314142106897562	0.015250129398382134	0.9989083635294884	-3.951899734677484
TIGD3	-0.47466043750329945	4.521857291357164	-2.631007832990447	0.015263918361783804	0.9989083635294884	-3.952096968783775
ASMTL-AS1	0.3356780119822602	5.031677268609072	2.629811964279597	0.0153045639264773	0.9989083635294884	-3.9526773527033425
DCTN1	0.45782979771546284	4.984215409244886	2.628659898279864	0.015343816970880162	0.9989083635294884	-3.953236439720528
CCL11	0.4519220208779604	3.157146638529028	2.6275903679170876	0.015380342609610643	0.9989083635294884	-3.953755439092417
MOS	0.33901220381116826	3.2157655550000555	2.6275374780079788	0.015382150978374122	0.9989083635294884	-3.953781103555321
BCAP29	0.4363404984849426	4.665392186710408	2.617958197755548	0.015712995603566735	0.9989083635294884	-3.9584280477204294
DUS4L-BCAP29	0.4363404984849426	4.665392186710408	2.617958197755548	0.015712995603566735	0.9989083635294884	-3.9584280477204294
CENPJ	0.4039508495288975	3.5521940451315333	2.6164726803691982	0.0157648968612804	0.9989083635294884	-3.9591484366653567
BLTP3B	0.5211061193569786	3.0197864978910016	2.6135887121833927	0.015866117731217273	0.9989083635294884	-3.960546804567411
CD38	-0.8159758893434672	5.738044128583161	-2.612019454924488	0.0159214513898642	0.9989083635294884	-3.9613075954086368
SOX4	-1.1777244496306167	6.5305852160449565	-2.6091606697148446	0.01602272141821312	0.9989083635294884	-3.962693370130247
CD59	0.8994692749648721	6.43002618132677	2.602738551862763	0.016252429812780137	0.9989083635294884	-3.9658055306981095
RNF43	0.5659813884519584	4.563056992141112	2.5978430551912113	0.016429606528568723	0.9989083635294884	-3.968177027862362
CRISP3	0.2840810431401355	2.4286968171632677	2.597362986649807	0.016447078330998555	0.9989083635294884	-3.9684095440035514
ANKRD37	0.47057344771248566	4.126104765591344	2.596642008506931	0.01647335065488165	0.9989083635294884	-3.9687587284281403
CWC27	-0.5359761264752585	4.998716167008895	-2.593014228807903	0.016606145058753685	0.9989083635294884	-3.9705154844207176
PPP2R3B	0.3043558047990351	2.7277431282417544	2.5901063989797874	0.016713310285779104	0.9989083635294884	-3.9719232983204327
RDH10	1.013476554734427	4.802678684035397	2.5895374218234997	0.01673435513217755	0.9989083635294884	-3.9721987342205334
TC2N	0.5590512827941794	3.052889113905684	2.5861523050464807	0.01686007570288743	0.9989083635294884	-3.973837215384002
BASP1-AS1	-0.4245721207391462	5.679343116254563	-2.5850071895000086	0.01690280452053732	0.9989083635294884	-3.97439139478818
TCEA3	0.2849087221177382	3.6249060965076216	2.5830403959045167	0.016976430487419102	0.9989083635294884	-3.9753431246517987
ATAD3B	0.3661062788377123	6.975668050654503	2.5796461328701765	0.017104200778856264	0.9989083635294884	-3.9769853030170434
IGFBP3	0.8838612886206878	4.566798303700588	2.5794209168152387	0.01711271040293415	0.9989083635294884	-3.977094251148804
ZNF300	0.4847904279065949	2.950317903498586	2.5716689264366392	0.01740804416233683	0.9989083635294884	-3.9808432243603185
STIM2	-0.5592543260065819	5.0201708707208486	-2.5695271492665173	0.017490479238300705	0.9989083635294884	-3.9818786556682486
PRR12	0.30029798721878986	5.704531647973259	2.5663004847918276	0.0176153613345726	0.9989083635294884	-3.9834382697440383
NUS1	0.6829438513925297	5.382663699339978	2.561358557925927	0.01780824940811155	0.9989083635294884	-3.9858262513482474
CCL4	-1.0448528920591222	7.095953974017371	-2.5498224234339504	0.018266237153146507	0.9989083635294884	-3.991397212412245
KAT2B	-0.7536907658424576	4.686881821148289	-2.5496955655470663	0.01827133416263957	0.9989083635294884	-3.9914584469777976
MCOLN3	0.33202509089921417	4.095459050299525	2.5476977219796697	0.01835178096917969	0.9989083635294884	-3.9924227320507355
MTHFR	0.29211913877163376	4.638528012892177	2.54702535346803	0.018378929536097887	0.9989083635294884	-3.9927472262703176
IQGAP2	-0.6784513228599023	4.824563712541215	-2.546681814343871	0.018392815285292505	0.9989083635294884	-3.9929130164769857
SH2D3C	0.28896403211360244	4.084624416583335	2.5462977530610784	0.018408350543596984	0.9989083635294884	-3.9930983572862986
OAZ3	0.2758536212981779	3.459108729451795	2.544205795517712	0.018493185791055092	0.9989083635294884	-3.994107800656068
MAS1	0.2948387520993929	3.5880052577487214	2.542444519965818	0.01856489419819882	0.9989083635294884	-3.9949575515908835
GZMB	-1.8347700218002867	6.5139063549867275	-2.5417357512503873	0.018593824232051026	0.9989083635294884	-3.995299473706213
MAS1L	0.24594104473568512	2.7097389502291698	2.540940532662329	0.01862633308705587	0.9989083635294884	-3.995683078219086
VSIG1	0.238424322301368	2.826986227875785	2.5402000855004196	0.01865665062802014	0.9989083635294884	-3.9960402401786346
NCOA7	0.5365835009651816	6.906454527034987	2.5396418553795943	0.018679537800590947	0.9989083635294884	-3.9963094942672517
ANO5	0.5036329523871204	2.8188918678083854	2.5391764836206154	0.018698637880980064	0.9989083635294884	-3.996533950479122
THBS1-IT1	0.412025576171577	2.8524387817900836	2.5385377007988836	0.01872488493489615	0.9989083635294884	-3.9968420322446576
SLC36A1	-0.275282350140329	5.81832583244668	-2.5378728693337393	0.018752238874477342	0.9989083635294884	-3.9971626606918553
SPNS2	0.5547410580606069	5.0251257300259455	2.536306558688132	0.018816831139850318	0.9989083635294884	-3.9979179792372332
SPECC1-DT	0.27259816946473414	4.535402179309359	2.5362261544510294	0.018820152492441896	0.9989083635294884	-3.99795674987086
CPA5	0.4425200039066812	3.856300270213227	2.530741794929738	0.019047998853876483	0.9989083635294884	-4.000600702323464
KHNYN	-0.5240890756126024	6.829578975821959	-2.5274191965567736	0.019187286172608495	0.9989083635294884	-4.002201925810791
TNFAIP8	-1.251082056811481	7.47029669155791	-2.526657608913598	0.019219346576239832	0.9989083635294884	-4.002568888661418
TCHH	-0.37656360358767715	2.6646545178265915	-2.524760650893396	0.019299420062643242	0.9989083635294884	-4.00348281852902
CALM2	0.48268895441279014	9.86953176668379	2.5183394784041777	0.019572785166247147	0.9989083635294884	-4.006575398790153
SYCE1	0.29552298697590107	2.6761457296972395	2.5161336367351668	0.019667524311173717	0.9989083635294884	-4.007637401014387
TMEM119	0.5874554437599473	3.6888497948562256	2.510655616007824	0.01990465496027483	0.9989083635294884	-4.010273941220005
AP1AR	-0.3693149355917993	3.3990999389764576	-2.508558916813031	0.01999611984920037	0.9989083635294884	-4.011282746230993
MAGOHB	0.3792751840592645	4.055109534521469	2.5085567593543514	0.01999621416617871	0.9989083635294884	-4.0112837841766895
CDC5L	0.4022860388829237	4.280621947797096	2.5035617355357647	0.020215696000935975	0.9989083635294884	-4.013686355902189
RPL22P22	0.2526554561759209	6.343749916940744	2.501733146159959	0.020296604509019284	0.9989083635294884	-4.014565634956361
GZMA	-1.148796337106099	4.32073830547158	-2.5017137703721377	0.02029746343195997	0.9989083635294884	-4.014574951073811
WNT11	0.35742646371763476	3.936233420723908	2.5015695839672873	0.020303856236937933	0.9989083635294884	-4.014644277178622
CBLL2	0.23845935093462511	3.1694396388485058	2.4986738603245073	0.02043264218560939	0.9989083635294884	-4.0160363817039055
ZNF510	-0.3642829967218941	4.22630344850927	-2.497210228054272	0.020498025812904944	0.9989083635294884	-4.016739880814023
ZNF488	0.3211474123813174	3.402455576008056	2.495349556516501	0.02058142752649015	0.9989083635294884	-4.017634086703477
CIB1	-0.5069888772737565	5.379268107911996	-2.4941021203328546	0.020637518842995493	0.9989083635294884	-4.018233499883347
LRRC10B	0.39944821352444704	3.744740066224447	2.4938811769712363	0.020647468457299915	0.9989083635294884	-4.018339659793968
CSKMT	-0.5357409210555923	4.9365548821072665	-2.488971620477682	0.02086971383475215	0.9989083635294884	-4.0206980854426355
HAX1	0.5163498278517675	6.7850391272426265	2.4883038007549914	0.02090011620319484	0.9989083635294884	-4.021018808562
RNF166	-0.48864353832606255	3.4927976812279304	-2.4879284050726516	0.02091722412478861	0.9989083635294884	-4.021199085355242
RAB40C	-0.34657044973567785	6.007424529132828	-2.486563039347807	0.020979558017476342	0.9989083635294884	-4.021854725156053
LINC01913	0.3481429287087967	2.9789527697183233	2.4859935908399224	0.021005606481123713	0.9989083635294884	-4.022128146642952
